country_code,product,season_name,planting_year,planting_month,harvest_year,harvest_month,crop_production_system,qc_flag,area,production,yield
AO,Maize,Main,1996,10,1997,4,All (PS),0,11000.0,6710.0,0.61
AO,Maize,Main,1997,10,1998,4,All (PS),0,14000.0,9800.0,0.7
AO,Maize,Main,1998,10,1999,4,All (PS),0,9176.0,8258.0,0.8999564080209241
AO,Maize,Main,1999,10,2000,4,All (PS),0,10002.0,12002.0,1.1999600079984003
AO,Maize,Main,2000,10,2001,4,All (PS),0,6368.0,3821.0,0.6000314070351759
AO,Maize,Main,2001,10,2002,4,All (PS),0,6191.0,4024.0,0.6499757712808916
AO,Maize,Main,2002,10,2003,4,All (PS),0,7818.0,4691.0,0.6000255819902789
AO,Maize,Main,2003,10,2004,4,All (PS),0,11390.0,8542.0,0.7499561018437225
AO,Maize,Main,2004,10,2005,4,All (PS),0,7745.0,3872.0,0.4999354422207876
AO,Maize,Main,2005,10,2006,4,All (PS),0,7813.0,2656.0,0.3399462434404198
AO,Maize,Main,2006,10,2007,4,All (PS),0,6637.0,1991.0,0.2999849329516347
AO,Maize,Main,2007,10,2008,4,All (PS),0,5002.0,3501.0,0.6999200319872051
AO,Maize,Main,2008,10,2009,4,All (PS),0,3071.0,1809.0,0.5890589384565288
AO,Maize,Main,2009,10,2010,4,All (PS),0,16068.0,8506.0,0.5293751555887478
AO,Maize,Main,2010,10,2011,4,All (PS),0,18521.0,11034.0,0.5957561686733978
AO,Maize,Main,2011,10,2012,4,All (PS),0,20433.0,4368.0,0.2137718396711202
AO,Maize,Main,2012,10,2013,4,All (PS),0,20881.0,12999.0,0.6225276567214214
AO,Maize,Main,2013,10,2014,4,All (PS),0,20923.0,13570.0,0.6485685609138269
AO,Maize,Main,2014,10,2015,4,All (PS),0,24618.0,13490.0,0.5479730278657893
AO,Maize,Main,2015,10,2016,4,All (PS),0,24618.0,13490.0,0.5479730278657893
AO,Maize,Main,2016,10,2017,4,All (PS),0,29865.8,17633.0,0.5904077573679594
AO,Maize,Main,1996,10,1997,4,All (PS),0,40000.0,21200.0,0.53
AO,Maize,Main,2002,10,2003,4,All (PS),0,44817.0,22408.0,0.4999888435192003
AO,Maize,Main,2007,10,2008,4,All (PS),0,45619.0,47899.0,1.0499791753436067
AO,Maize,Main,1996,10,1997,4,All (PS),0,11000.0,4576.0,0.416
AO,Maize,Main,1997,10,1998,4,All (PS),0,11000.0,6600.0,0.6
AO,Maize,Main,1998,10,1999,4,All (PS),0,2652.0,1857.0,0.7002262443438914
AO,Maize,Main,1999,10,2000,4,All (PS),0,2950.0,2360.0,0.8
AO,Maize,Main,2000,10,2001,4,All (PS),0,5897.0,4718.0,0.8000678311005596
AO,Maize,Main,2001,10,2002,4,All (PS),0,6015.0,3910.0,0.6500415627597672
AO,Maize,Main,2002,10,2003,4,All (PS),0,6486.0,5189.0,0.8000308356460067
AO,Maize,Main,2003,10,2004,4,All (PS),0,4013.0,3210.0,0.7999003239471717
AO,Maize,Main,2004,10,2005,4,All (PS),0,2372.0,1186.0,0.5
AO,Maize,Main,2005,10,2006,4,All (PS),0,2206.0,1191.0,0.5398912058023572
AO,Maize,Main,2006,10,2007,4,All (PS),0,3245.0,1298.0,0.4
AO,Maize,Main,2007,10,2008,4,All (PS),0,4160.0,4410.0,1.0600961538461535
AO,Maize,Main,2008,10,2009,4,All (PS),0,6063.0,2910.0,0.4799604156358238
AO,Maize,Main,2009,10,2010,4,All (PS),0,8363.0,3874.0,0.4632308980031089
AO,Maize,Main,2010,10,2011,4,All (PS),0,8651.0,3971.0,0.4590220783724424
AO,Maize,Main,2011,10,2012,4,All (PS),0,8666.0,2525.0,0.2913685668128317
AO,Maize,Main,2012,10,2013,4,All (PS),0,8769.0,3758.0,0.4285551374158969
AO,Maize,Main,2013,10,2014,4,All (PS),0,8794.0,3298.0,0.3750284284739595
AO,Maize,Main,2014,10,2015,4,All (PS),0,8882.0,3119.0,0.351159648727764
AO,Maize,Main,2015,10,2016,4,All (PS),0,8882.0,3119.0,0.351159648727764
AO,Maize,Main,2016,10,2017,4,All (PS),0,5659.9,1866.0,0.3296878036714429
AO,Maize,Main,1996,10,1997,4,All (PS),0,26000.0,21320.0,0.82
AO,Maize,Main,1997,10,1998,4,All (PS),0,30000.0,21000.0,0.7
AO,Maize,Main,1998,10,1999,4,All (PS),0,13700.0,5480.0,0.4
AO,Maize,Main,1999,10,2000,4,All (PS),0,12664.0,5066.0,0.4000315855969678
AO,Maize,Main,2000,10,2001,4,All (PS),0,13134.0,5254.0,0.4000304553068372
AO,Maize,Main,2001,10,2002,4,All (PS),0,1526.0,458.0,0.3001310615989515
AO,Maize,Main,2002,10,2003,4,All (PS),0,9745.0,1462.0,0.1500256541816316
AO,Maize,Main,2003,10,2004,4,All (PS),0,9308.0,1396.0,0.1499785131070047
AO,Maize,Main,2004,10,2005,4,All (PS),0,9681.0,2904.0,0.2999690114657576
AO,Maize,Main,2005,10,2006,4,All (PS),0,10514.0,3588.0,0.3412592733498193
AO,Maize,Main,2006,10,2007,4,All (PS),0,15070.0,4521.0,0.3
AO,Maize,Main,2009,10,2010,4,All (PS),0,8277.0,2986.0,0.3607587290080947
AO,Maize,Main,2010,10,2011,4,All (PS),0,9323.0,4518.0,0.4846079588115413
AO,Maize,Main,2013,10,2014,4,All (PS),0,14628.0,2145.0,0.146636587366694
AO,Maize,Main,2014,10,2015,4,All (PS),0,12641.0,2428.0,0.1920734119136144
AO,Maize,Main,2015,10,2016,4,All (PS),0,12641.0,2428.0,0.1920734119136144
AO,Maize,Main,2016,10,2017,4,All (PS),0,10550.6,3787.0,0.35893693249673
AO,Maize,Main,1996,10,1997,4,All (PS),0,9136.0,4659.0,0.5099605954465849
AO,Maize,Main,1997,10,1998,4,All (PS),0,9000.0,5400.0,0.6
AO,Maize,Main,1996,10,1997,4,All (PS),0,2328.0,745.0,0.3200171821305841
AO,Maize,Main,1997,10,1998,4,All (PS),0,1164.0,349.0,0.299828178694158
AO,Maize,Main,1996,10,1997,4,All (PS),0,11010.0,9028.0,0.8199818346957312
AO,Maize,Main,1997,10,1998,4,All (PS),0,13000.0,10400.0,0.8
AO,Maize,Main,1998,10,1999,4,All (PS),0,23626.0,14175.0,0.5999746042495556
AO,Maize,Main,1999,10,2000,4,All (PS),0,19126.0,11476.0,0.6000209139391405
AO,Maize,Main,2000,10,2001,4,All (PS),0,15291.0,9175.0,0.6000261591786018
AO,Maize,Main,2001,10,2002,4,All (PS),0,26149.0,15690.0,0.6000229454281234
AO,Maize,Main,2002,10,2003,4,All (PS),0,29030.0,14515.0,0.5
AO,Maize,Main,2003,10,2004,4,All (PS),0,27106.0,8132.0,0.3000073784401977
AO,Maize,Main,2004,10,2005,4,All (PS),0,34548.0,13819.0,0.3999942109528772
AO,Maize,Main,2005,10,2006,4,All (PS),0,43546.0,17763.0,0.4079134708124741
AO,Maize,Main,2006,10,2007,4,All (PS),0,47073.0,18829.0,0.3999957512799269
AO,Maize,Main,2007,10,2008,4,All (PS),0,21579.0,11437.0,0.5300060243755503
AO,Maize,Main,2014,10,2015,4,All (PS),0,41409.0,43254.0,1.044555531406216
AO,Maize,Main,2015,10,2016,4,All (PS),0,41409.0,43254.0,1.044555531406216
AO,Maize,Main,2016,10,2017,4,All (PS),0,40837.3,36712.0,0.898982058069461
AO,Maize,Main,1998,10,1999,4,All (PS),0,9510.0,7132.0,0.7499474237644584
AO,Maize,Main,1999,10,2000,4,All (PS),0,9006.0,6304.0,0.6999777925827226
AO,Maize,Main,2000,10,2001,4,All (PS),0,10959.0,3287.0,0.2999361255589013
AO,Maize,Main,2001,10,2002,4,All (PS),0,10235.0,6141.0,0.6
AO,Maize,Main,2002,10,2003,4,All (PS),0,11415.0,6849.0,0.6
AO,Maize,Main,2003,10,2004,4,All (PS),0,17739.0,8869.0,0.4999718135182366
AO,Maize,Main,2004,10,2005,4,All (PS),0,17008.0,8504.0,0.5
AO,Maize,Main,2005,10,2006,4,All (PS),0,16110.0,7894.0,0.490006207324643
AO,Maize,Main,2006,10,2007,4,All (PS),0,13280.0,6640.0,0.5
AO,Maize,Main,2007,10,2008,4,All (PS),0,9789.0,6852.0,0.6999693533558076
AO,Maize,Main,2008,10,2009,4,All (PS),0,5749.0,3162.0,0.5500086971647243
AO,Maize,Main,2009,10,2010,4,All (PS),0,11788.0,8459.0,0.7175941635561588
AO,Maize,Main,2010,10,2011,4,All (PS),0,12683.0,9234.0,0.7280611842623985
AO,Maize,Main,2011,10,2012,4,All (PS),0,15069.0,3083.0,0.204592209171146
AO,Maize,Main,2012,10,2013,4,All (PS),0,15428.0,9389.0,0.6085688358828105
AO,Maize,Main,2013,10,2014,4,All (PS),0,15542.0,10024.0,0.644962038347703
AO,Maize,Main,2014,10,2015,4,All (PS),0,18641.0,13490.0,0.7236736226597286
AO,Maize,Main,2015,10,2016,4,All (PS),0,18641.0,13490.0,0.7236736226597286
AO,Maize,Main,2016,10,2017,4,All (PS),0,19018.4,17633.0,0.9271547553947757
AO,Maize,Main,1996,10,1997,4,All (PS),0,500.0,175.0,0.35
AO,Maize,Main,1997,10,1998,4,All (PS),0,500.0,250.0,0.5
AO,Maize,Main,1996,10,1997,4,All (PS),0,2500.0,1275.0,0.51
AO,Maize,Main,1997,10,1998,4,All (PS),0,2500.0,1250.0,0.5
AO,Maize,Main,1998,10,1999,4,All (PS),0,1617.0,1294.0,0.8002473716759431
AO,Maize,Main,1999,10,2000,4,All (PS),0,1780.0,1068.0,0.6
AO,Maize,Main,2000,10,2001,4,All (PS),0,1604.0,962.0,0.5997506234413965
AO,Maize,Main,2001,10,2002,4,All (PS),0,9283.0,4641.0,0.4999461381019067
AO,Maize,Main,2002,10,2003,4,All (PS),0,3637.0,2182.0,0.5999450096233159
AO,Maize,Main,2003,10,2004,4,All (PS),0,1610.0,805.0,0.5
AO,Maize,Main,2004,10,2005,4,All (PS),0,1669.0,835.0,0.5002995805871779
AO,Maize,Main,2005,10,2006,4,All (PS),0,2587.0,1293.0,0.4998067259373792
AO,Maize,Main,2006,10,2007,4,All (PS),0,1720.0,860.0,0.5
AO,Maize,Main,2007,10,2008,4,All (PS),0,869.0,530.0,0.6098964326812428
AO,Maize,Main,2008,10,2009,4,All (PS),0,1552.0,838.0,0.5399484536082474
AO,Maize,Main,2009,10,2010,4,All (PS),0,1399.0,788.0,0.5632594710507506
AO,Maize,Main,2010,10,2011,4,All (PS),0,953.0,691.0,0.7250786988457503
AO,Maize,Main,2011,10,2012,4,All (PS),0,897.0,288.0,0.3210702341137124
AO,Maize,Main,2012,10,2013,4,All (PS),0,1297.0,1002.0,0.7725520431765613
AO,Maize,Main,2013,10,2014,4,All (PS),0,1321.0,1187.0,0.898561695685087
AO,Maize,Main,2014,10,2015,4,All (PS),0,1501.0,1140.0,0.759493670886076
AO,Maize,Main,2015,10,2016,4,All (PS),0,1501.0,1140.0,0.759493670886076
AO,Maize,Main,2016,10,2017,4,All (PS),0,1558.5,1372.0,0.8803336541546358
AO,Maize,Main,1996,10,1997,4,All (PS),0,16500.0,3630.0,0.22
AO,Maize,Main,1997,10,1998,4,All (PS),0,11000.0,2200.0,0.2
AO,Maize,Main,1998,10,1999,4,All (PS),0,6241.0,3745.0,0.6000640922929018
AO,Maize,Main,1999,10,2000,4,All (PS),0,8583.0,4292.0,0.5000582546895025
AO,Maize,Main,2000,10,2001,4,All (PS),0,6044.0,2418.0,0.400066181336863
AO,Maize,Main,2001,10,2002,4,All (PS),0,8418.0,4209.0,0.5
AO,Maize,Main,2002,10,2003,4,All (PS),0,10958.0,7671.0,0.7000365030114984
AO,Maize,Main,2003,10,2004,4,All (PS),0,5793.0,3476.0,0.6000345244260314
AO,Maize,Main,2004,10,2005,4,All (PS),0,2715.0,1222.0,0.4500920810313075
AO,Maize,Main,2005,10,2006,4,All (PS),0,2716.0,1195.0,0.4399852724594992
AO,Maize,Main,2006,10,2007,4,All (PS),0,4230.0,1692.0,0.4
AO,Maize,Main,2007,10,2008,4,All (PS),0,8155.0,5219.0,0.6399754751686082
AO,Maize,Main,2008,10,2009,4,All (PS),0,11650.0,4425.0,0.3798283261802575
AO,Maize,Main,2009,10,2010,4,All (PS),0,17371.0,7048.0,0.4057336940878475
AO,Maize,Main,2010,10,2011,4,All (PS),0,18054.0,8712.0,0.4825523429710867
AO,Maize,Main,2011,10,2012,4,All (PS),0,24801.0,5852.0,0.2359582274908269
AO,Maize,Main,2012,10,2013,4,All (PS),0,24801.0,12632.0,0.5093343010362485
AO,Maize,Main,2013,10,2014,4,All (PS),0,24924.0,13786.0,0.5531214893275558
AO,Maize,Main,2014,10,2015,4,All (PS),0,29530.0,16714.0,0.566000677277345
AO,Maize,Main,2015,10,2016,4,All (PS),0,29530.0,16714.0,0.566000677277345
AO,Maize,Main,2016,10,2017,4,All (PS),0,30828.8,18604.0,0.603461698152377
AO,Maize,Main,1998,10,1999,4,All (PS),0,7248.0,4349.0,0.6000275938189845
AO,Maize,Main,1999,10,2000,4,All (PS),0,7366.0,3683.0,0.5
AO,Maize,Main,2000,10,2001,4,All (PS),0,5772.0,1732.0,0.3000693000693
AO,Maize,Main,2001,10,2002,4,All (PS),0,7154.0,3934.0,0.5499021526418787
AO,Maize,Main,2002,10,2003,4,All (PS),0,9273.0,4636.0,0.4999460800172544
AO,Maize,Main,2003,10,2004,4,All (PS),0,5983.0,2991.0,0.4999164298846732
AO,Maize,Main,2004,10,2005,4,All (PS),0,3525.0,1586.0,0.4499290780141844
AO,Maize,Main,2005,10,2006,4,All (PS),0,3598.0,1583.0,0.4399666481378543
AO,Maize,Main,2006,10,2007,4,All (PS),0,3903.0,1561.0,0.3999487573661286
AO,Maize,Main,2007,10,2008,4,All (PS),0,3629.0,2577.0,0.7101129787820336
AO,Maize,Main,2008,10,2009,4,All (PS),0,20606.0,7761.0,0.3766378724643308
AO,Maize,Main,2009,10,2010,4,All (PS),0,29978.0,23788.0,0.7935152445126427
AO,Maize,Main,2010,10,2011,4,All (PS),0,30747.0,23968.0,0.7795232055159853
AO,Maize,Main,2011,10,2012,4,All (PS),0,31635.0,13545.0,0.4281650071123755
AO,Maize,Main,2012,10,2013,4,All (PS),0,31726.0,19754.0,0.6226438882935132
AO,Maize,Main,2013,10,2014,4,All (PS),0,31626.0,21176.0,0.6695756655916019
AO,Maize,Main,2014,10,2015,4,All (PS),0,38130.0,25240.0,0.6619459742984527
AO,Maize,Main,2015,10,2016,4,All (PS),0,38130.0,25240.0,0.6619459742984527
AO,Maize,Main,2016,10,2017,4,All (PS),0,38985.9,26324.0,0.6752184764235275
AO,Maize,Main,1998,10,1999,4,All (PS),0,20651.0,13423.0,0.6499927364292286
AO,Maize,Main,1999,10,2000,4,All (PS),0,19076.0,13353.0,0.6999895156217236
AO,Maize,Main,2000,10,2001,4,All (PS),0,24459.0,9784.0,0.4000163538983605
AO,Maize,Main,2001,10,2002,4,All (PS),0,23564.0,15316.0,0.6499745374299779
AO,Maize,Main,2002,10,2003,4,All (PS),0,35925.0,30536.0,0.8499930410577592
AO,Maize,Main,2007,10,2008,4,All (PS),0,48961.0,39169.0,0.8000040848838872
AO,Maize,Main,2008,10,2009,4,All (PS),0,11604.0,5918.0,0.5099965529127887
AO,Maize,Main,1996,10,1997,4,All (PS),0,22702.0,11578.0,0.5099991190203507
AO,Maize,Main,1997,10,1998,4,All (PS),0,26400.0,21120.0,0.8
AO,Maize,Main,1998,10,1999,4,All (PS),0,21343.0,12806.0,0.6000093707538772
AO,Maize,Main,1999,10,2000,4,All (PS),0,23623.0,11812.0,0.5000211658129788
AO,Maize,Main,2000,10,2001,4,All (PS),0,25003.0,12501.0,0.499980002399712
AO,Maize,Main,2001,10,2002,4,All (PS),0,16781.0,8391.0,0.5000297956021691
AO,Maize,Main,2002,10,2003,4,All (PS),0,13927.0,6963.0,0.4999640985136784
AO,Maize,Main,2003,10,2004,4,All (PS),0,17876.0,7151.0,0.400033564555829
AO,Maize,Main,2004,10,2005,4,All (PS),0,12728.0,5728.0,0.4500314267756128
AO,Maize,Main,2005,10,2006,4,All (PS),0,10382.0,5343.0,0.5146407243305722
AO,Maize,Main,2006,10,2007,4,All (PS),0,9040.0,3616.0,0.4
AO,Maize,Main,2007,10,2008,4,All (PS),0,19838.0,8729.0,0.4400141143260409
AO,Maize,Main,2008,10,2009,4,All (PS),0,32797.0,9216.0,0.281001311095527
AO,Maize,Main,2009,10,2010,4,All (PS),0,36240.0,24873.0,0.686341059602649
AO,Maize,Main,2010,10,2011,4,All (PS),0,37087.0,27029.0,0.728799849003694
AO,Maize,Main,2011,10,2012,4,All (PS),0,45882.0,10388.0,0.2264068697964343
AO,Maize,Main,2012,10,2013,4,All (PS),0,45882.0,33192.0,0.7234209493919184
AO,Maize,Main,2013,10,2014,4,All (PS),0,47662.0,37713.0,0.7912592841257186
AO,Maize,Main,1996,10,1997,4,All (PS),0,5292.0,3281.0,0.6199924414210128
AO,Maize,Main,1997,10,1998,4,All (PS),0,5200.0,4160.0,0.8
AO,Maize,Main,1998,10,1999,4,All (PS),0,7817.0,2345.0,0.2999872073685557
AO,Maize,Main,1999,10,2000,4,All (PS),0,6741.0,4045.0,0.6000593383770954
AO,Maize,Main,2000,10,2001,4,All (PS),0,6039.0,3623.0,0.5999337638681901
AO,Maize,Main,2001,10,2002,4,All (PS),0,4569.0,1828.0,0.4000875465090829
AO,Maize,Main,2002,10,2003,4,All (PS),0,5612.0,3367.0,0.5999643620812545
AO,Maize,Main,2003,10,2004,4,All (PS),0,4665.0,1866.0,0.4
AO,Maize,Main,2004,10,2005,4,All (PS),0,5026.0,2513.0,0.5
AO,Maize,Main,2005,10,2006,4,All (PS),0,5051.0,1763.0,0.3490397941001781
AO,Maize,Main,2006,10,2007,4,All (PS),0,8420.0,2526.0,0.3
AO,Maize,Main,2007,10,2008,4,All (PS),0,10289.0,5144.0,0.4999514044124793
AO,Maize,Main,2008,10,2009,4,All (PS),0,17782.0,5363.0,0.3015971206838376
AO,Maize,Main,2009,10,2010,4,All (PS),0,24972.0,8384.0,0.3357360243472689
AO,Maize,Main,2010,10,2011,4,All (PS),0,25484.0,10374.0,0.4070789514989797
AO,Maize,Main,2011,10,2012,4,All (PS),0,31881.0,3775.0,0.118409083780308
AO,Maize,Main,2012,10,2013,4,All (PS),0,32580.0,9042.0,0.2775322283609576
AO,Maize,Main,2013,10,2014,4,All (PS),0,32245.0,10551.0,0.3272135214761978
AO,Maize,Main,2014,10,2015,4,All (PS),0,32944.0,11979.0,0.3636170471102476
AO,Maize,Main,2015,10,2016,4,All (PS),0,32944.0,11979.0,0.3636170471102476
AO,Maize,Main,2016,10,2017,4,All (PS),0,30550.2,17651.0,0.5777703582955267
AO,Maize,Main,1996,10,1997,4,All (PS),0,13000.0,6630.0,0.51
AO,Maize,Main,1997,10,1998,4,All (PS),0,6000.0,3000.0,0.5
AO,Maize,Main,1998,10,1999,4,All (PS),0,16219.0,13786.0,0.8499907515876441
AO,Maize,Main,1999,10,2000,4,All (PS),0,16786.0,13429.0,0.8000119146908138
AO,Maize,Main,2000,10,2001,4,All (PS),0,23742.0,8310.0,0.3500126358352287
AO,Maize,Main,2001,10,2002,4,All (PS),0,34919.0,22697.0,0.6499899768034594
AO,Maize,Main,2002,10,2003,4,All (PS),0,12484.0,9363.0,0.75
AO,Maize,Main,2003,10,2004,4,All (PS),0,17992.0,13494.0,0.75
AO,Maize,Main,2004,10,2005,4,All (PS),0,19429.0,9714.0,0.4999742652735601
AO,Maize,Main,2005,10,2006,4,All (PS),0,19925.0,9962.0,0.4999749058971142
AO,Maize,Main,2006,10,2007,4,All (PS),0,21078.0,10539.0,0.5
AO,Maize,Main,2007,10,2008,4,All (PS),0,35043.0,17522.0,0.5000142681848015
AO,Maize,Main,2008,10,2009,4,All (PS),0,6782.0,4408.0,0.649955765260985
AO,Maize,Main,2009,10,2010,4,All (PS),0,36747.0,25934.0,0.7057446866410864
AO,Maize,Main,2010,10,2011,4,All (PS),0,40104.0,33972.0,0.8470975463794135
AO,Maize,Main,2012,10,2013,4,All (PS),0,43009.0,35259.0,0.8198051570601502
AO,Maize,Main,2013,10,2014,4,All (PS),0,43243.0,35377.0,0.8180977267997133
AO,Maize,Main,1996,10,1997,4,All (PS),0,14140.0,5797.0,0.4099717114568599
AO,Maize,Main,1997,10,1998,4,All (PS),0,16738.0,13390.0,0.799976102282232
AO,Maize,Main,1998,10,1999,4,All (PS),0,6149.0,5227.0,0.8500569198243617
AO,Maize,Main,1999,10,2000,4,All (PS),0,6356.0,5720.0,0.8999370673379484
AO,Maize,Main,2000,10,2001,4,All (PS),0,6828.0,2730.0,0.3998242530755712
AO,Maize,Main,2001,10,2002,4,All (PS),0,7901.0,5135.0,0.6499177319326668
AO,Maize,Main,2002,10,2003,4,All (PS),0,4111.0,2672.0,0.6499635125273656
AO,Maize,Main,2003,10,2004,4,All (PS),0,2741.0,1370.0,0.4998175848230572
AO,Maize,Main,2004,10,2005,4,All (PS),0,1210.0,605.0,0.5
AO,Maize,Main,2005,10,2006,4,All (PS),0,1352.0,541.0,0.4001479289940828
AO,Maize,Main,2006,10,2007,4,All (PS),0,1393.0,557.0,0.3998564249820531
AO,Maize,Main,2007,10,2008,4,All (PS),0,1433.0,1189.0,0.8297278436845779
AO,Maize,Main,2008,10,2009,4,All (PS),0,7992.0,3596.0,0.4499499499499499
AO,Maize,Main,2009,10,2010,4,All (PS),0,9295.0,5236.0,0.5633136094674556
AO,Maize,Main,2010,10,2011,4,All (PS),0,9389.0,5508.0,0.5866439450420705
AO,Maize,Main,2011,10,2012,4,All (PS),0,9591.0,3164.0,0.329892607653008
AO,Maize,Main,2012,10,2013,4,All (PS),0,9731.0,5987.0,0.6152502312198129
AO,Maize,Main,2013,10,2014,4,All (PS),0,9760.0,6410.0,0.6567622950819673
AO,Maize,Main,2014,10,2015,4,All (PS),0,12322.0,8245.0,0.6691283882486609
AO,Maize,Main,2015,10,2016,4,All (PS),0,12322.0,8245.0,0.6691283882486609
AO,Maize,Main,2016,10,2017,4,All (PS),0,9466.3,10460.0,1.1049723756906078
BF,Maize,Annual,2015,1,2015,12,Plaine/Bas-fond irrigated (PS),0,31.5,88.25,2.8015873015873014
BF,Maize,Annual,2016,1,2016,12,Plaine/Bas-fond irrigated (PS),0,62.5,178.75,2.86
BF,Maize,Annual,2017,1,2017,12,Plaine/Bas-fond irrigated (PS),0,79.0,200.599999999999,2.5392405063291013
BF,Maize,Annual,2018,1,2018,12,Plaine/Bas-fond irrigated (PS),0,44.0,131.0,2.977272727272727
BF,Maize,Annual,2019,1,2019,12,Plaine/Bas-fond irrigated (PS),0,81.5,328.0,4.024539877300613
BF,Maize,Annual,2020,1,2020,12,Plaine/Bas-fond irrigated (PS),0,71.0,201.0,2.830985915492957
BF,Maize,Annual,2022,1,2022,12,Plaine/Bas-fond irrigated (PS),0,49.0,180.884999999998,3.691530612244857
BF,Maize,Main,1985,6,1985,12,All (PS),0,314.0,204.0,0.6496815286624203
BF,Maize,Main,1986,6,1986,12,All (PS),0,222.0,133.0,0.5990990990990991
BF,Maize,Main,1987,6,1987,12,All (PS),0,130.0,20.0,0.1538461538461538
BF,Maize,Main,1988,6,1988,12,All (PS),0,1129.0,922.0,0.816651904340124
BF,Maize,Main,1989,6,1989,12,All (PS),0,948.0,998.0,1.0527426160337552
BF,Maize,Main,1990,6,1990,12,All (PS),0,100.0,94.0,0.94
BF,Maize,Main,1991,6,1991,12,All (PS),0,1500.0,500.0,0.3333333333333333
BF,Maize,Main,1992,6,1992,12,All (PS),0,200.0,300.0,1.5
BF,Maize,Main,1993,6,1993,12,All (PS),0,94.0,91.0,0.9680851063829788
BF,Maize,Main,1994,6,1994,12,All (PS),0,140.0,97.0,0.6928571428571428
BF,Maize,Main,1995,6,1995,12,All (PS),0,147.0,102.0,0.6938775510204082
BF,Maize,Main,1996,6,1996,12,All (PS),0,116.0,116.0,1.0
BF,Maize,Main,1997,6,1997,12,All (PS),0,62.0,12.4,0.2
BF,Maize,Main,1998,6,1998,12,All (PS),0,49.0,25.0,0.5102040816326531
BF,Maize,Main,1999,6,1999,12,All (PS),0,71.0,80.0,1.1267605633802815
BF,Maize,Main,2000,6,2000,12,All (PS),0,104.0,33.0,0.3173076923076923
BF,Maize,Main,2001,6,2001,12,All (PS),0,3254.0,4087.024,1.256
BF,Maize,Main,2002,6,2002,12,All (PS),0,3696.0,3375.0,0.9131493506493508
BF,Maize,Main,2003,6,2003,12,All (PS),0,4298.0,4108.0,0.955793392275477
BF,Maize,Main,2004,6,2004,12,All (PS),0,3828.0,3290.0,0.8594566353187043
BF,Maize,Main,2005,6,2005,12,All (PS),0,4145.0,4998.87,1.206
BF,Maize,Main,2006,6,2006,12,All (PS),0,4824.0,5336.0,1.1061359867330016
BF,Maize,Main,2007,6,2007,12,All (PS),0,4337.0,3080.0,0.7101683191145953
BF,Maize,Main,2008,6,2008,12,All (PS),0,5746.0,6505.0,1.132091890010442
BF,Maize,Main,2009,6,2009,12,All (PS),0,4864.0,6163.0,1.267064144736842
BF,Maize,Main,2010,6,2010,12,All (PS),0,5707.0,7797.0,1.3662169265813913
BF,Maize,Main,2011,6,2011,12,All (PS),0,6488.0,8620.0,1.3286066584463625
BF,Maize,Main,2012,6,2012,12,All (PS),0,5934.0,15561.0,2.622345803842265
BF,Maize,Main,2013,6,2013,12,All (PS),0,6724.0,14520.0,2.1594289113622844
BF,Maize,Main,2014,6,2014,12,All (PS),0,15744.0,47395.0,3.010353150406504
BF,Maize,Main,2015,6,2015,12,Rainfed (PS),0,18489.2835823303,33502.6521891053,1.812003804253555
BF,Maize,Main,2016,6,2016,12,Rainfed (PS),0,12240.0897428855,28095.0637103571,2.2953315131277723
BF,Maize,Main,2017,6,2017,12,Rainfed (PS),0,10972.0434184451,17110.3438695459,1.5594491579190897
BF,Maize,Main,2018,6,2018,12,Rainfed (PS),0,13024.4067388862,20282.0050025422,1.5572306216441645
BF,Maize,Main,2019,6,2019,12,Rainfed (PS),0,23080.9386746906,40181.5054844001,1.7408956390695292
BF,Maize,Main,2020,6,2020,12,Rainfed (PS),0,20768.8950781317,30343.3007972308,1.4609973560500256
BF,Maize,Main,2021,6,2021,12,Rainfed (PS),0,20090.1474144028,24171.5296088214,1.2031534219352031
BF,Maize,Main,2022,6,2022,12,Rainfed (PS),0,12346.0628916539,19319.4101812707,1.5648235677084452
BF,Maize,Main,2001,6,2001,12,All (PS),0,13117.0,22967.867,1.751
BF,Maize,Main,2002,6,2002,12,All (PS),0,14490.0,17677.8,1.22
BF,Maize,Main,2003,6,2003,12,All (PS),0,18561.0,29820.0,1.6065944722805885
BF,Maize,Main,2004,6,2004,12,All (PS),0,16277.0,17764.0,1.0913559009645513
BF,Maize,Main,2005,6,2005,12,All (PS),0,23937.0,38011.956,1.588
BF,Maize,Main,2006,6,2006,12,All (PS),0,20602.0,42028.0,2.039996116881856
BF,Maize,Main,2007,6,2007,12,All (PS),0,21984.0,22260.0,1.0125545851528384
BF,Maize,Main,2008,6,2008,12,All (PS),0,32111.3,48821.6,1.5203869042984868
BF,Maize,Main,2009,6,2009,12,All (PS),0,25194.1,44896.6,1.7820283320301182
BF,Maize,Main,2011,6,2011,12,All (PS),0,26091.5,46880.6,1.7967767280531974
BF,Maize,Main,2014,6,2014,12,All (PS),0,18258.0,38566.0,2.1122795486909847
BF,Maize,Annual,2017,1,2017,12,Plaine/Bas-fond irrigated (PS),0,20.0,61.0,3.05
BF,Maize,Main,1997,6,1997,12,All (PS),0,13659.0,18609.0,1.3623984186250824
BF,Maize,Main,1998,6,1998,12,All (PS),0,11084.0,13220.0,1.1927102129195235
